item_id,lexical_item_id,counterbalance_group,version,word,sentence,condition,interpretation,stimulus,low_base,high_base,lemma,lemma_category,freq_ortho,freq_ortho/M,log10_freq_ortho,zipf_scale,length,reading,analysis_status
HD021_low,HD021,4,3,desdiagnosticável,que pode ser desdiagnosticado,high_des,neg,desdiagnosticável,-,diagnosticável,diagnosticar,ver,215,6.852006538,2.33243846,3.835817769,12,low,incorrect
HD023_high,HD023,3,3,desfalsificável,que não é falsificável,high_des,neg,desfalsificável,-,falsificável,falsificar,ver,221,7.043225326,2.344392274,3.847771582,10,high,correct
HD025_low,HD025,4,3,desencenável,que pode ser desencenado,high_des,neg,desencenável,,encenável,encenar,ver,351,11.18629905,2.545307116,4.048686425,7,low,incorrect
HD028_high,HD028,3,3,desreparável,que não é reparável,high_des,neg,desreparável,-,reparável,reparar,ver,371,11.823695,2.56937391,4.072753218,7,high,correct
HD029_high,HD029,3,3,desacomodável,que não é acomodável,high_des,neg,desacomodável,-,acomodável,acomodar,ver,389,12.39735136,2.589949601,4.09332891,8,high,correct
HD031_low,HD031,4,3,desconvinhável,que pode ser desconvindo,high_des,neg,desconvinhável,-,convinhável,convir,ver,554,17.65586801,2.743509765,4.246889074,6,low,incorrect
HD033_low,HD033,4,3,desapelável,que pode ser desapelado,high_des,neg,desapelável,-,apelável,apelar,ver,624,19.88675386,2.79518459,4.298563898,6,low,incorrect
HD036_high,HD036,3,3,desagradável,que não é agradável,high_des,neg,desagradável,-,agradável,agradar,ver,838,26.7068906,2.923244019,4.426623327,7,high,correct
HD039_low,HD039,4,3,desentrevistável,que pode ser desentrevistado,high_des,neg,desentrevistável,,entrevistável,entrevistar,ver,988,31.48736028,2.994756945,4.498136253,11,low,incorrect
HD040_high,HD040,3,3,descompensável,que não é compensável,high_des,neg,descompensável,-,compensável,compensar,ver,1075,34.26003269,3.031408464,4.534787773,9,high,correct
HD041_high,HD041,3,3,despesquisável,que não é pesquisável,high_des,neg,despesquisável,-,pesquisável,pesquisar,ver,1197,38.14814803,3.07809415,4.581473459,9,high,correct
HD044_low,HD044,4,3,desamável,que pode ser desamado,high_des,neg,desamável,-,amável,amar,ver,1354,43.15170629,3.131618664,4.634997973,4,low,incorrect
HD045_high,HD045,3,3,desadministrável,que não é administrável,high_des,neg,desadministrável,-,administrável,administrar,ver,1421,45.28698275,3.152594078,4.655973387,11,high,correct
HD046_low,HD046,4,3,desexaminável,que pode ser desexaminado,high_des,neg,desexaminável,-,examinável,examinar,ver,1454,46.33868608,3.162564407,4.665943715,8,low,incorrect
HD049_low,HD049,4,3,desprotegível,que pode ser desprotegido,high_des,neg,desprotegível,-,protegível,proteger,ver,1892,60.29765754,3.276921132,4.780300441,8,low,incorrect
HD051_high,HD051,3,3,desmedível,que não é medível,high_des,neg,desmedível,-,medível,medir,ver,1940,61.82740783,3.28780173,4.791181039,5,high,correct
HD054_low,HD054,4,3,desfavorável,que pode ser desfavorado,high_des,neg,desfavorável,-,favorável,favor,nom,3098,98.73263375,3.491081413,4.994460722,5,low,incorrect
HD056_high,HD056,3,3,desanalisável,que não é analisável,high_des,neg,desanalisável,-,analisável,analisar,ver,3273,104.3098484,3.514946005,5.018325314,8,high,correct
HD057_low,HD057,4,3,despreocupável,que pode ser despreocupado,high_des,neg,despreocupável,-,preocupável,preocupar,ver,3503,111.6399019,3.544440137,5.047819446,9,low,incorrect
HD058_high,HD058,3,3,desavaliável,que não é avaliável,high_des,neg,desavaliável,-,avaliável,avaliar,ver,3686,117.4720749,3.566555331,5.06993464,7,high,correct
